0,13223

1,17826

2,14763

3,3021

4,29838

5,22405

6,20078

7,30063

8,3682

9,26099

10,28261

11,24222

12,17030

13,3637

14,18952

15,18847

16,13952

17,17766

18,17976

19,3066

20,20634

21,22976

22,18111

23,14853

24,3682

25,18997

26,3505086

27,23922

28,38156

29,3081

30,27931

31,20363

32,19042

33,13952

34,13892

35,3351

36,23111

37,18907

38,15889

39,13952

40,3682

41,15288

42,14056

43,14072

44,13892

45,3171

46,14012

47,14463

48,19973

49,15288

50,14042

51,3021

52,14072

53,14012

54,21445

55,13967

56,3126

57,20634

58,20082

59,13967

60,14659

61,3126

62,14988

63,15784

64,14117

65,3550656

66,27165

67,3351

68,24387

69,26024

70,18621

71,15108

72,3306

73,19432

74,15484

75,15168

76,20634

77,3216

78,15123

79,13997

80,19012

81,19162

82,34553

83,3051

84,18937

85,14087

86,14012

87,19042

88,3051

89,14252

90,20033

91,12901

92,13952

93,3216

94,14027

95,19027

96,13892

97,18967

98,13997

99,3682

100,18922

101,18967

102,14012

103,19027

104,3562

105,5082260

106,25769

107,24868

108,19868

109,3231

110,19673

111,31835

112,24087

113,24072

114,23922

115,3472

116,18156

117,22586

118,20048

119,19778

120,3021

121,18802

122,18907

123,18952

124,14838

125,3096

126,15213

127,12450

128,14628

129,13997

130,19598

131,3021

132,13832

133,14327

134,15063

135,21009

136,3351

137,12315

138,13997

139,13967

140,14312

141,3607

142,13892

143,13967

144,3532849

145,20123

146,17240

147,3036

148,18832

149,15378

150,18156

151,17075

152,3637

153,18982

154,25198

155,25499

156,17465

157,3081

158,18802

159,25423

160,29177

161,24853

162,15123

163,3652

164,12886

165,13982

166,14748

167,13952

168,3141

169,13682

170,14087

171,15844

172,14643

173,3021

174,14057

175,14628

176,13922

177,21880

178,19462

179,3037

180,15829

181,13967

182,18937

183,5144092

184,3261

185,136414

186,21805

187,26129

188,22270

189,3066

190,22255

191,42526

192,26940

193,20349

194,26415

195,3021

196,16730

197,13021

198,18982

199,25258

200,3126

201,18006

202,13817

203,19192

204,13997

205,3111

206,13907

207,14102

208,14087

209,15618

210,13997

211,3021

212,14072

213,16595

214,15198

215,17751

216,3682

217,14477

218,13471

219,13501

220,21520

221,3336

222,18111

223,3595476

224,29087

225,23997

226,24162

227,3532

228,23066

229,24057

230,16129

231,14042

232,3021

233,14117

234,14568

235,14838

236,13892

237,3216

238,14478

239,13952

240,16369

241,14162

242,14838

243,3156

244,19898

245,14603

246,16174

247,18952

248,3546

249,13952

250,17045

251,21895

252,18186

253,3126

254,13832

255,16279

256,14552

257,13967

258,14162

259,3487

260,22886

261,19928

262,4940879

263,30303

264,3066

265,25859

266,23907

267,20964

268,27300

269,3487

270,21925

271,15889

272,12886

273,15408

274,13982

275,3171

276,14087

277,13997

278,18982

279,14102

280,3652

281,13471

282,13982

283,13907

284,14042

285,3697

286,13907

287,13922

288,13997

289,14042

290,19793

291,3682

292,18922

293,18967

294,18982

295,19147

296,3487

297,18952

298,14297

299,13561

300,19102

301,3021

302,3572834

303,35018

304,26850

305,30934

306,28111

307,3682

308,35934

309,29312

310,37496

311,37991

312,3066

313,25949

314,25739

315,23862

316,23997

317,3351

318,19072

319,16069

320,20859

321,27270

322,15168

323,3697

324,15408

325,15588

326,15093

327,18066

328,3667

329,14402

330,20573

331,18276

332,17751

333,3246

334,17000

335,13081

336,13937

337,14027

338,14117

339,3141

340,19102

341,126294

342,13847

343,18502

344,3216

345,14553

346,15108

347,14823

348,14928

349,3682

350,13907

351,13982

352,14793

353,13261

354,18982

355,3487

356,15183

357,15544

358,15964

359,13967

360,3682

361,14012

362,14252

363,14403

364,13952

365,3141

366,14057

367,14403

368,13952

369,13952

370,18982

371,3682

372,13937

373,13952

374,20183

375,14087

376,3066

377,18997

