0,982

1,76

2,76

3,76

4,76

5,76

6,76

7,76

8,76

9,76

10,76

11,76

12,76

13,76

14,76

15,76

16,76

17,407

18,76

19,76

20,407

21,76

22,76

23,76

24,76

25,76

26,76

27,76

28,76

29,76

30,76

31,76

32,76

33,76

34,76

35,76

36,76

37,76

38,76

39,407

40,76

41,76

42,457

43,76

44,76

45,407

46,76

47,76

48,407

49,76

50,76

51,76

52,76

53,76

54,76

55,76

56,76

57,76

58,76

59,76

60,76

61,76

62,76

63,76

64,407

65,76

66,76

67,407

68,76

69,76

70,76

71,76

72,76

73,76

74,76

75,76

76,76

77,76

78,76

79,76

80,76

81,76

82,76

83,407

84,76

85,76

86,407

87,76

88,76

89,76

90,76

91,76

92,76

93,76

94,76

95,76

96,76

97,76

98,76

99,76

100,76

101,76

102,407

103,76

104,76

105,407

106,76

107,76

108,76

109,76

110,76

111,76

112,76

113,76

114,76

115,76

116,76

117,76

118,76

119,76

120,76

121,407

122,76

123,76

124,407

125,76

126,76

127,76

128,76

129,76

130,76

131,76

132,76

133,76

134,76

135,76

136,76

137,76

138,76

139,76

140,407

141,76

142,76

143,407

144,76

145,76

146,76

147,76

148,76

149,76

150,76

151,76

152,76

153,76

154,76

155,76

156,76

157,76

158,76

159,407

160,76

161,76

162,407

163,76

164,76

165,76

166,76

167,76

168,76

169,76

170,76

171,76

172,76

173,76

174,76

175,76

176,76

177,76

178,407

179,76

180,76

181,407

182,76

183,76

184,76

185,76

186,76

187,76

188,76

189,76

190,76

191,76

192,76

193,76

194,76

195,76

196,76

197,407

198,76

199,76

200,407

201,76

202,76

203,76

204,76

205,76

206,76

207,76

208,76

